Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[disease]	Characteristics[developmental stage]	Characteristics[individual]	Characteristics[age]	Unit [time unit]	Characteristics[sex]	Characteristics[organism part]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[developmental stage]	Factor Value[organism part]
3573sTS.Human.Heart.CS20.Female	ERS2510316	SAMEA4690132	Homo sapiens	normal	7 week post conception	12080	7	week	female	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	3573sTS.Human.Heart.CS20.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	3573sTS.Human.Heart.CS20.Female	sequencing assay	ERX2614491	3573sTS.Human.Heart.CS20.Female.fastq.gz	3573sTS.Human.Heart.CS20.Female.fastq.gz	ERR2598210	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598210/ERR2598210.fastq.gz	P-MTAB-75114	P-MTAB-75113	3573sTS.Human.Heart.CS20.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.3573sTS.Human.Heart.CS20.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	7 week post conception	heart
3574sTS.Human.Liver.CS20.Female	ERS2510324	SAMEA4690140	Homo sapiens	normal	7 week post conception	12080	7	week	female	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	3574sTS.Human.Liver.CS20.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	3574sTS.Human.Liver.CS20.Female	sequencing assay	ERX2614499	3574sTS.Human.Liver.CS20.Female.fastq.gz	3574sTS.Human.Liver.CS20.Female.fastq.gz	ERR2598218	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598218/ERR2598218.fastq.gz	P-MTAB-75114	P-MTAB-75113	3574sTS.Human.Liver.CS20.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.3574sTS.Human.Liver.CS20.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	7 week post conception	liver
3575sTS.Human.Ovary.CS20.Female	ERS2510327	SAMEA4690143	Homo sapiens	normal	7 week post conception	12080	7	week	female	ovary	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	3575sTS.Human.Ovary.CS20.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	3575sTS.Human.Ovary.CS20.Female	sequencing assay	ERX2614502	3575sTS.Human.Ovary.CS20.Female.fastq.gz	3575sTS.Human.Ovary.CS20.Female.fastq.gz	ERR2598221	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598221/ERR2598221.fastq.gz	P-MTAB-75114	P-MTAB-75113	3575sTS.Human.Ovary.CS20.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.3575sTS.Human.Ovary.CS20.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	7 week post conception	ovary
5675sTS.Human.Kidney.7w.Male	ERS2510322	SAMEA4690138	Homo sapiens	normal	7 week post conception	12266	7	week	male	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5675sTS.Human.Kidney.7w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5675sTS.Human.Kidney.7w.Male	sequencing assay	ERX2614497	5675sTS.Human.Kidney.7w.Male.fastq.gz	5675sTS.Human.Kidney.7w.Male.fastq.gz	ERR2598216	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598216/ERR2598216.fastq.gz	P-MTAB-75114	P-MTAB-75113	5675sTS.Human.Kidney.7w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5675sTS.Human.Kidney.7w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	7 week post conception	kidney
5644sTS.Human.Kidney.7w.Female	ERS2510321	SAMEA4690137	Homo sapiens	normal	7 week post conception	12272	7	week	female	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5644sTS.Human.Kidney.7w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5644sTS.Human.Kidney.7w.Female	sequencing assay	ERX2614496	5644sTS.Human.Kidney.7w.Female.fastq.gz	5644sTS.Human.Kidney.7w.Female.fastq.gz	ERR2598215	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598215/ERR2598215.fastq.gz	P-MTAB-75114	P-MTAB-75113	5644sTS.Human.Kidney.7w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5644sTS.Human.Kidney.7w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	7 week post conception	kidney
5920sTS.Human.Ovary.7w.Female	ERS2510328	SAMEA4690144	Homo sapiens	normal	7 week post conception	12724	7	week	female	ovary	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5920sTS.Human.Ovary.7w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5920sTS.Human.Ovary.7w.Female	sequencing assay	ERX2614503	5920sTS.Human.Ovary.7w.Female.fastq.gz	5920sTS.Human.Ovary.7w.Female.fastq.gz	ERR2598222	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598222/ERR2598222.fastq.gz	P-MTAB-75114	P-MTAB-75113	5920sTS.Human.Ovary.7w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5920sTS.Human.Ovary.7w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	7 week post conception	ovary
1443sTSm.Human.Heart.CS23.Male	ERS2510336	SAMEA4690152	Homo sapiens	normal	8 week post conception	11696	8	week	male	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	1443sTSm.Human.Heart.CS23.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	1443sTSm.Human.Heart.CS23.Male	sequencing assay	ERX2614511	1443sTSm.Human.Heart.CS23.Male.fastq.gz	1443sTSm.Human.Heart.CS23.Male.fastq.gz	ERR2598230	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598230/ERR2598230.fastq.gz	P-MTAB-75114	P-MTAB-75113	1443sTSm.Human.Heart.CS23.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.1443sTSm.Human.Heart.CS23.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	heart
1990sTS.Human.Testis.CS22.Male	ERS2510353	SAMEA4690170	Homo sapiens	normal	8 week post conception	11736	8	week	male	testis	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	1990sTS.Human.Testis.CS22.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	1990sTS.Human.Testis.CS22.Male	sequencing assay	ERX2614528	1990sTS.Human.Testis.CS22.Male.fastq.gz	1990sTS.Human.Testis.CS22.Male.fastq.gz	ERR2598247	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598247/ERR2598247.fastq.gz	P-MTAB-75114	P-MTAB-75113	1990sTS.Human.Testis.CS22.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.1990sTS.Human.Testis.CS22.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	testis
2016sTSm.Human.Liver.CS22.Male	ERS2510347	SAMEA4690163	Homo sapiens	normal	8 week post conception	11736	8	week	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2016sTSm.Human.Liver.CS22.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2016sTSm.Human.Liver.CS22.Male	sequencing assay	ERX2614522	2016sTSm.Human.Liver.CS22.Male.fastq.gz	2016sTSm.Human.Liver.CS22.Male.fastq.gz	ERR2598241	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598241/ERR2598241.fastq.gz	P-MTAB-75114	P-MTAB-75113	2016sTSm.Human.Liver.CS22.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2016sTSm.Human.Liver.CS22.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	liver
2030sTSb.Human.Heart.CS22.Male	ERS2510337	SAMEA4690153	Homo sapiens	normal	8 week post conception	11736	8	week	male	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2030sTSb.Human.Heart.CS22.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2030sTSb.Human.Heart.CS22.Male	sequencing assay	ERX2614512	2030sTSb.Human.Heart.CS22.Male.fastq.gz	2030sTSb.Human.Heart.CS22.Male.fastq.gz	ERR2598231	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598231/ERR2598231.fastq.gz	P-MTAB-75114	P-MTAB-75113	2030sTSb.Human.Heart.CS22.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2030sTSb.Human.Heart.CS22.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	heart
2031sTS.Human.Hindbrain.CS22.Male	ERS2510341	SAMEA4690157	Homo sapiens	normal	8 week post conception	11736	8	week	male	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2031sTS.Human.Hindbrain.CS22.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2031sTS.Human.Hindbrain.CS22.Male	sequencing assay	ERX2614516	2031sTS.Human.Hindbrain.CS22.Male.fastq.gz	2031sTS.Human.Hindbrain.CS22.Male.fastq.gz	ERR2598235	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598235/ERR2598235.fastq.gz	P-MTAB-75114	P-MTAB-75113	2031sTS.Human.Hindbrain.CS22.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2031sTS.Human.Hindbrain.CS22.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	hindbrain
2017sTSm.Human.Liver.CS22.Female	ERS2510348	SAMEA4690164	Homo sapiens	normal	8 week post conception	11739	8	week	female	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2017sTSm.Human.Liver.CS22.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2017sTSm.Human.Liver.CS22.Female	sequencing assay	ERX2614523	2017sTSm.Human.Liver.CS22.Female.fastq.gz	2017sTSm.Human.Liver.CS22.Female.fastq.gz	ERR2598242	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598242/ERR2598242.fastq.gz	P-MTAB-75114	P-MTAB-75113	2017sTSm.Human.Liver.CS22.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2017sTSm.Human.Liver.CS22.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	liver
2018sTSm.Human.Ovary.CS22.Female	ERS2510351	SAMEA4690167	Homo sapiens	normal	8 week post conception	11739	8	week	female	ovary	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2018sTSm.Human.Ovary.CS22.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2018sTSm.Human.Ovary.CS22.Female	sequencing assay	ERX2614526	2018sTSm.Human.Ovary.CS22.Female.fastq.gz	2018sTSm.Human.Ovary.CS22.Female.fastq.gz	ERR2598245	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598245/ERR2598245.fastq.gz	P-MTAB-75114	P-MTAB-75113	2018sTSm.Human.Ovary.CS22.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2018sTSm.Human.Ovary.CS22.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	ovary
2032sTSm.Human.Heart.CS22.Female	ERS2510338	SAMEA4690154	Homo sapiens	normal	8 week post conception	11739	8	week	female	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2032sTSm.Human.Heart.CS22.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2032sTSm.Human.Heart.CS22.Female	sequencing assay	ERX2614513	2032sTSm.Human.Heart.CS22.Female.fastq.gz	2032sTSm.Human.Heart.CS22.Female.fastq.gz	ERR2598232	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598232/ERR2598232.fastq.gz	P-MTAB-75114	P-MTAB-75113	2032sTSm.Human.Heart.CS22.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2032sTSm.Human.Heart.CS22.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	heart
2033sTS.Human.Hindbrain.CS22.Female	ERS2510342	SAMEA4690158	Homo sapiens	normal	8 week post conception	11739	8	week	female	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2033sTS.Human.Hindbrain.CS22.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2033sTS.Human.Hindbrain.CS22.Female	sequencing assay	ERX2614517	2033sTS.Human.Hindbrain.CS22.Female.fastq.gz	2033sTS.Human.Hindbrain.CS22.Female.fastq.gz	ERR2598236	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598236/ERR2598236.fastq.gz	P-MTAB-75114	P-MTAB-75113	2033sTS.Human.Hindbrain.CS22.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2033sTS.Human.Hindbrain.CS22.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	hindbrain
2034sTS.Human.Forebrain.CS22.Female	ERS2510332	SAMEA4690148	Homo sapiens	normal	8 week post conception	11739	8	week	female	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2034sTS.Human.Forebrain.CS22.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2034sTS.Human.Forebrain.CS22.Female	sequencing assay	ERX2614507	2034sTS.Human.Forebrain.CS22.Female.fastq.gz	2034sTS.Human.Forebrain.CS22.Female.fastq.gz	ERR2598226	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598226/ERR2598226.fastq.gz	P-MTAB-75114	P-MTAB-75113	2034sTS.Human.Forebrain.CS22.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2034sTS.Human.Forebrain.CS22.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	forebrain
2019sTSm.Human.Liver.8w.Male	ERS2510350	SAMEA4690166	Homo sapiens	normal	8 week post conception	11740	8	week	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2019sTSm.Human.Liver.8w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2019sTSm.Human.Liver.8w.Male	sequencing assay	ERX2614525	2019sTSm.Human.Liver.8w.Male.fastq.gz	2019sTSm.Human.Liver.8w.Male.fastq.gz	ERR2598244	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598244/ERR2598244.fastq.gz	P-MTAB-75114	P-MTAB-75113	2019sTSm.Human.Liver.8w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2019sTSm.Human.Liver.8w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	liver
2020sTSm.Human.Testis.8w.Male	ERS2510355	SAMEA4690172	Homo sapiens	normal	8 week post conception	11740	8	week	male	testis	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2020sTSm.Human.Testis.8w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2020sTSm.Human.Testis.8w.Male	sequencing assay	ERX2614530	2020sTSm.Human.Testis.8w.Male.fastq.gz	2020sTSm.Human.Testis.8w.Male.fastq.gz	ERR2598249	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598249/ERR2598249.fastq.gz	P-MTAB-75114	P-MTAB-75113	2020sTSm.Human.Testis.8w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2020sTSm.Human.Testis.8w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	testis
2035sTSm.Human.Forebrain.8w.Male	ERS2510335	SAMEA4690151	Homo sapiens	normal	8 week post conception	11740	8	week	male	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	2035sTSm.Human.Forebrain.8w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	2035sTSm.Human.Forebrain.8w.Male	sequencing assay	ERX2614510	2035sTSm.Human.Forebrain.8w.Male.fastq.gz	2035sTSm.Human.Forebrain.8w.Male.fastq.gz	ERR2598229	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598229/ERR2598229.fastq.gz	P-MTAB-75114	P-MTAB-75113	2035sTSm.Human.Forebrain.8w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.2035sTSm.Human.Forebrain.8w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	8 week post conception	forebrain
